0.633549,0.366451
0.674518,0.325482
0.674518,0.325482
0.633549,0.366451
0.209849,0.790151
0.633549,0.366451
0.593464,0.406536
0.593464,0.406536
0.690630,0.309370
0.212507,0.787493
0.674518,0.325482
0.209849,0.790151
0.690630,0.309370
0.593464,0.406536
0.137898,0.862102
0.674518,0.325482
0.633549,0.366451
0.674518,0.325482
0.137898,0.862102
0.593464,0.406536
0.690630,0.309370
0.593464,0.406536
0.690630,0.309370
0.633549,0.366451
0.593464,0.406536
0.674518,0.325482
0.674518,0.325482
0.690630,0.309370
0.690630,0.309370
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.593464,0.406536
0.593464,0.406536
0.217920,0.782080
0.593464,0.406536
0.593464,0.406536
0.674518,0.325482
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.674518,0.325482
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.593464,0.406536
0.096395,0.903605
0.690630,0.309370
0.633549,0.366451
0.257676,0.742324
0.633549,0.366451
0.067891,0.932109
0.674518,0.325482
0.690630,0.309370
0.674518,0.325482
0.633549,0.366451
0.099945,0.900055
0.593464,0.406536
0.633549,0.366451
0.593464,0.406536
0.690630,0.309370
0.674518,0.325482
0.633549,0.366451
0.151095,0.848905
0.444559,0.555441
0.593464,0.406536
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.674518,0.325482
0.593464,0.406536
0.674518,0.325482
0.674518,0.325482
0.196052,0.803948
0.690630,0.309370
0.154561,0.845439
0.690630,0.309370
0.507841,0.492159
0.593464,0.406536
0.633549,0.366451
0.084824,0.915176
0.076864,0.923136
0.690630,0.309370
0.633549,0.366451
0.690630,0.309370
0.690630,0.309370
0.593464,0.406536
0.633549,0.366451
0.084824,0.915176
0.593464,0.406536
0.593464,0.406536
0.593464,0.406536
0.690630,0.309370
0.593464,0.406536
0.690630,0.309370
0.593464,0.406536
0.690630,0.309370
0.690630,0.309370
0.196052,0.803948
0.633549,0.366451
0.155344,0.844656
0.593464,0.406536
0.593464,0.406536
0.674518,0.325482
0.674518,0.325482
0.593464,0.406536
0.633549,0.366451
0.690630,0.309370
0.196052,0.803948
0.674518,0.325482
0.593464,0.406536
0.690630,0.309370
0.593464,0.406536
0.633549,0.366451
0.674518,0.325482
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.194379,0.805621
0.633549,0.366451
0.496732,0.503268
0.674518,0.325482
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.154561,0.845439
0.690630,0.309370
0.593464,0.406536
0.593464,0.406536
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.633549,0.366451
0.633549,0.366451
0.593464,0.406536
0.633549,0.366451
0.633549,0.366451
0.633549,0.366451
0.690630,0.309370
0.196052,0.803948
0.674518,0.325482
0.217920,0.782080
0.674518,0.325482
0.593464,0.406536
0.593464,0.406536
0.633549,0.366451
0.084824,0.915176
0.674518,0.325482
0.633549,0.366451
0.593464,0.406536
0.593464,0.406536
0.165211,0.834789
0.690630,0.309370
0.690630,0.309370
0.674518,0.325482
0.593464,0.406536
0.633549,0.366451
